vote_choice,gender,race,age,ideology,party_id,pol_interest,church_attendance,discuss_politics,race_text,gender_text,age_text,ideology_text,party_id_text,church_attendance_text,pol_interest_text,discuss_politics_text,user_content,assistant_content
1,2,1,61,3,1,1,1,1,white,woman,61,slightly liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 61 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,3,47,2,1,1,2,1,hispanic,man,47,liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a man. I am 47 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,24,5,6,2,1,2,white,man,24,slightly conservative,not a very strong Republican,attend church,somewhat,I never discuss politics with my family or friends.,"Racially, I am white. I am a man. I am 24 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I attend church. I am somewhat interested in politics. I never discuss politics with my family or friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,65,5,5,1,2,1,white,woman,65,slightly conservative,an independent Republican,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 65 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,4,50,2,4,4,1,1,asian,woman,50,liberal,an independent,attend church,not at all,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a woman. I am 50 years old. Ideologically, I am liberal. Politically, I am an independent. I attend church. I am not at all interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,53,6,7,1,1,1,white,man,53,conservative,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 53 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,49,6,7,3,2,1,white,man,49,conservative,a strong Republican,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 49 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,70,3,3,2,2,1,white,woman,70,slightly liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 70 years old. Ideologically, I am slightly liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,2,69,5,6,2,2,1,black,man,69,slightly conservative,not a very strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am black. I am a man. I am 69 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,39,5,6,2,2,1,white,man,39,slightly conservative,not a very strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 39 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,40,7,7,3,1,1,white,man,40,extremely conservative,a strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 40 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,50,4,5,2,1,1,white,man,50,moderate,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 50 years old. Ideologically, I am moderate. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,4,60,3,2,2,2,1,asian,woman,60,slightly liberal,not a very strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a woman. I am 60 years old. Ideologically, I am slightly liberal. Politically, I am not a very strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,50,6,7,1,1,1,white,man,50,conservative,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 50 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,52,4,7,2,1,1,white,man,52,moderate,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 52 years old. Ideologically, I am moderate. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,28,5,6,4,2,1,white,woman,28,slightly conservative,not a very strong Republican,do not attend church,not at all,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 28 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I do not attend church. I am not at all interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,57,2,1,1,1,1,white,woman,57,liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 57 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,69,1,1,2,2,1,white,man,69,extremely liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 69 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
