vote_choice,gender,race,age,ideology,pol_interest,church_attendance,race_text,gender_text,age_text,ideology_text,church_attendance_text,pol_interest_text,user_content,assistant_content
1,2,1,53,4,2,2,white,woman,53,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 53 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,63,6,1,1,white,man,63,conservative,attend church,very,"Racially, I am white. I am a man. I am 63 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
1,2,6,63,3,2,1,mixed race,woman,63,slightly liberal,attend church,somewhat,"Racially, I am mixed race. I am a woman. I am 63 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,56,6,2,1,white,man,56,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 56 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,66,6,2,1,white,man,66,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 66 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,49,7,3,1,white,woman,49,extremely conservative,attend church,not very,"Racially, I am white. I am a woman. I am 49 years old. Ideologically, I am extremely conservative. I attend church. I am not very interested in politics. ",Donald Trump
2,2,1,61,4,2,2,white,woman,61,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 61 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,67,6,2,2,white,man,67,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 67 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,2,56,1,1,1,black,woman,56,extremely liberal,attend church,very,"Racially, I am black. I am a woman. I am 56 years old. Ideologically, I am extremely liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,3,50,2,3,2,hispanic,woman,50,liberal,do not attend church,not very,"Racially, I am hispanic. I am a woman. I am 50 years old. Ideologically, I am liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,37,2,3,1,white,woman,37,liberal,attend church,not very,"Racially, I am white. I am a woman. I am 37 years old. Ideologically, I am liberal. I attend church. I am not very interested in politics. ",Kamala Harris
1,2,2,52,1,1,1,black,woman,52,extremely liberal,attend church,very,"Racially, I am black. I am a woman. I am 52 years old. Ideologically, I am extremely liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,1,1,77,2,1,2,white,man,77,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 77 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,46,2,3,1,white,woman,46,liberal,attend church,not very,"Racially, I am white. I am a woman. I am 46 years old. Ideologically, I am liberal. I attend church. I am not very interested in politics. ",Kamala Harris
2,1,1,45,6,2,1,white,man,45,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 45 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,2,25,4,2,1,black,man,25,moderate,attend church,somewhat,"Racially, I am black. I am a man. I am 25 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,45,6,2,1,white,woman,45,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,74,3,2,2,white,woman,74,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 74 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,38,2,1,2,white,man,38,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 38 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,1,74,6,3,1,white,man,74,conservative,attend church,not very,"Racially, I am white. I am a man. I am 74 years old. Ideologically, I am conservative. I attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,32,6,2,1,white,woman,32,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 32 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,80,6,4,1,white,woman,80,conservative,attend church,not at all,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am conservative. I attend church. I am not at all interested in politics. ",Donald Trump
2,1,1,31,5,2,1,white,man,31,slightly conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 31 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,62,6,1,2,white,woman,62,conservative,do not attend church,very,"Racially, I am white. I am a woman. I am 62 years old. Ideologically, I am conservative. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,73,3,2,2,white,woman,73,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 73 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,4,25,2,2,2,asian,man,25,liberal,do not attend church,somewhat,"Racially, I am asian. I am a man. I am 25 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,63,2,3,2,white,woman,63,liberal,do not attend church,not very,"Racially, I am white. I am a woman. I am 63 years old. Ideologically, I am liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,31,5,4,1,white,woman,31,slightly conservative,attend church,not at all,"Racially, I am white. I am a woman. I am 31 years old. Ideologically, I am slightly conservative. I attend church. I am not at all interested in politics. ",Donald Trump
1,2,4,61,3,4,1,asian,woman,61,slightly liberal,attend church,not at all,"Racially, I am asian. I am a woman. I am 61 years old. Ideologically, I am slightly liberal. I attend church. I am not at all interested in politics. ",Kamala Harris
1,1,4,36,2,3,2,asian,man,36,liberal,do not attend church,not very,"Racially, I am asian. I am a man. I am 36 years old. Ideologically, I am liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,2,3,26,3,2,2,hispanic,woman,26,slightly liberal,do not attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 26 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,51,2,2,1,white,woman,51,liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 51 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,33,7,2,1,white,man,33,extremely conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 33 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,37,4,3,2,white,woman,37,moderate,do not attend church,not very,"Racially, I am white. I am a woman. I am 37 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Donald Trump
2,1,1,45,4,2,1,white,man,45,moderate,attend church,somewhat,"Racially, I am white. I am a man. I am 45 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,66,5,3,1,white,woman,66,slightly conservative,attend church,not very,"Racially, I am white. I am a woman. I am 66 years old. Ideologically, I am slightly conservative. I attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,72,2,1,1,white,woman,72,liberal,attend church,very,"Racially, I am white. I am a woman. I am 72 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,2,40,2,3,1,black,woman,40,liberal,attend church,not very,"Racially, I am black. I am a woman. I am 40 years old. Ideologically, I am liberal. I attend church. I am not very interested in politics. ",Kamala Harris
1,1,1,48,2,1,1,white,man,48,liberal,attend church,very,"Racially, I am white. I am a man. I am 48 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,1,1,73,2,1,2,white,man,73,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,51,1,3,2,white,woman,51,extremely liberal,do not attend church,not very,"Racially, I am white. I am a woman. I am 51 years old. Ideologically, I am extremely liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,80,4,1,1,white,woman,80,moderate,attend church,very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. I attend church. I am very interested in politics. ",Kamala Harris
2,2,1,73,6,2,2,white,woman,73,conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 73 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,61,3,2,1,white,man,61,slightly liberal,attend church,somewhat,"Racially, I am white. I am a man. I am 61 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,3,66,5,1,1,hispanic,woman,66,slightly conservative,attend church,very,"Racially, I am hispanic. I am a woman. I am 66 years old. Ideologically, I am slightly conservative. I attend church. I am very interested in politics. ",Donald Trump
1,1,1,74,5,2,2,white,man,74,slightly conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 74 years old. Ideologically, I am slightly conservative. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,71,6,2,2,white,man,71,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 71 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,74,5,3,1,white,woman,74,slightly conservative,attend church,not very,"Racially, I am white. I am a woman. I am 74 years old. Ideologically, I am slightly conservative. I attend church. I am not very interested in politics. ",Donald Trump
2,1,1,62,6,3,1,white,man,62,conservative,attend church,not very,"Racially, I am white. I am a man. I am 62 years old. Ideologically, I am conservative. I attend church. I am not very interested in politics. ",Donald Trump
2,2,1,63,6,2,2,white,woman,63,conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 63 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,54,2,2,1,white,man,54,liberal,attend church,somewhat,"Racially, I am white. I am a man. I am 54 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,60,6,2,1,white,man,60,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 60 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,80,7,1,2,white,man,80,extremely conservative,do not attend church,very,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am extremely conservative. I do not attend church. I am very interested in politics. ",Donald Trump
